[11:11:58] [main/INFO]: ModLauncher running: args [--username, Den_lille, --version, forge-47.3.33, --gameDir, C:\Users\Antoine\curseforge\minecraft\Instances\New Project, --assetsDir, C:\Users\Antoine\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 7ed56862d5bd49fa942d17b4a366804a, --accessToken, ????????, --clientId, NjZkYTA1MjctMjUyYi00YmRhLWE1MTAtODdiZWFhNGIzY2Uy, --xuid, 2535408021963911, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\Antoine\curseforge\minecraft\Install\quickPlay\java\1747991516766.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.33, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[11:11:58] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.15 by Microsoft; OS Windows 10 arch amd64 version 10.0
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:meadow) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:mushroom_fields) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:nether_wastes) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:ocean) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:old_growth_birch_forest) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:old_growth_pine_taiga) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:old_growth_spruce_taiga) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:plains) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:river) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:savanna) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:savanna_plateau) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:small_end_islands) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:snowy_beach) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:snowy_plains) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:snowy_slopes) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:snowy_taiga) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:soul_sand_valley) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:sparse_jungle) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:stony_peaks) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:stony_shore) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:sunflower_plains) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:swamp) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:taiga) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:the_end) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:the_void) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:warm_ocean) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (climaterivers:warm_river) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:warped_forest) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:windswept_forest) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:windswept_gravelly_hills) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:windswept_hills) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:windswept_savanna) has no valid mobs.
[11:13:00] [Server thread/WARN]: XXX Biome (minecraft:wooded_badlands) has no valid mobs.
[11:13:00] [Server thread/WARN]:  SpawnBalanceUtility: Fixing biome extreme spawn values. 
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:badlands
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:bamboo_jungle
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:basalt_deltas
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:beach
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:birch_forest
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:cherry_grove
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:cold_ocean
[11:13:00] [Server thread/WARN]: SBU Biomes: climaterivers:cold_river
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:crimson_forest
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:dark_forest
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:deep_cold_ocean
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:deep_dark
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:deep_frozen_ocean
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:deep_lukewarm_ocean
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:deep_ocean
[11:13:00] [Server thread/WARN]: SBU Biomes: terrablender:deferred_placeholder
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:desert
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:dripstone_caves
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:end_barrens
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:end_highlands
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:end_midlands
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:eroded_badlands
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:flower_forest
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:forest
[11:13:00] [Server thread/WARN]: SBU Biomes: yungscavebiomes:frosted_caves
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:frozen_ocean
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:frozen_peaks
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:frozen_river
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:grove
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:ice_spikes
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:jagged_peaks
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:jungle
[11:13:00] [Server thread/WARN]: SBU Biomes: yungscavebiomes:lost_caves
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:lukewarm_ocean
[11:13:00] [Server thread/WARN]: SBU Biomes: climaterivers:lukewarm_river
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:lush_caves
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:mangrove_swamp
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:meadow
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:mushroom_fields
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:nether_wastes
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:ocean
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:old_growth_birch_forest
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:old_growth_pine_taiga
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:old_growth_spruce_taiga
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:plains
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:river
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:savanna
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:savanna_plateau
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:small_end_islands
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:snowy_beach
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:snowy_plains
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:snowy_slopes
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:snowy_taiga
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:soul_sand_valley
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:sparse_jungle
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:stony_peaks
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:stony_shore
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:sunflower_plains
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:swamp
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:taiga
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:the_end
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:the_void
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:warm_ocean
[11:13:00] [Server thread/WARN]: SBU Biomes: climaterivers:warm_river
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:warped_forest
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:windswept_forest
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:windswept_gravelly_hills
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:windswept_hills
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:windswept_savanna
[11:13:00] [Server thread/WARN]: SBU Biomes: minecraft:wooded_badlands
[11:13:00] [Server thread/INFO]: SBU SUMMARY
[11:13:00] [Server thread/INFO]: Biome csv: 0 lines read
[11:13:00] [Server thread/INFO]: Structure csv: 0 lines read
[11:13:00] [Server thread/INFO]: Mass add csv: 0 lines read
[11:13:00] [Server thread/INFO]: Biome fix: 649 weight changed, 5 add to nether
[11:13:00] [Server thread/INFO]: Structure fix: 8 weight changed
[11:13:00] [Server thread/INFO]: Initialized TerraBlender biomes for level stem minecraft:the_nether
[11:13:01] [Server thread/INFO]: Initialized TerraBlender biomes for level stem minecraft:overworld
[11:13:01] [Server thread/INFO]: Setting cached parameters
[11:13:01] [Server thread/INFO]: Reading rules from areas.json
[11:13:01] [Server thread/INFO]: Reading rules from spawn.json
[11:13:01] [Server thread/INFO]: Reading rules from summonaid.json
[11:13:01] [Server thread/INFO]: Reading rules from loot.json
[11:13:01] [Server thread/INFO]: Reading rules from experience.json
[11:13:01] [Server thread/INFO]: Reading rules from phases.json
[11:13:01] [Server thread/INFO]: Reading rules from effects.json
[11:13:01] [Server thread/INFO]: Reading rules from breakevents.json
[11:13:01] [Server thread/INFO]: Reading rules from placeevents.json
[11:13:01] [Server thread/INFO]: Reading rules from rightclicks.json
[11:13:01] [Server thread/INFO]: Reading rules from leftclicks.json
[11:13:01] [Server thread/INFO]: Reading rules from spawner.json
[11:13:01] [Server thread/INFO]: Reading rules from events.json
[11:13:02] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[11:13:02] [Server thread/WARN]: Method overwrite conflict for removeIf in canary.mixins.json:world.chunk_tickets.SortedArraySetMixin from mod canary, previously written by org.embeddedt.modernfix.common.mixin.bugfix.paper_chunk_patches.SortedArraySetMixin. Skipping method.
[11:13:02] [Server thread/INFO]: Server resource reload complete!
[11:13:03] [Render thread/INFO]: Preparing spawn area: 0%
[11:13:03] [Render thread/INFO]: Preparing spawn area: 0%
[11:13:03] [Server thread/INFO]: Successfully initialized permission handler forge:default_handler
[11:13:03] [Render thread/INFO]: Time elapsed: 1030 ms
[11:13:03] [Server thread/WARN]: goblinanddungeon:hobgob is a configured spawn placement entity for a mod that is not loaded.
[11:13:03] [Server thread/WARN]: goblinanddungeon:gob is a configured spawn placement entity for a mod that is not loaded.
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:dark_oak_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:dark_oak_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_dark_oak_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_dark_oak_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on projectvibrantjourneys:dark_oak_hollow_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:oak_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:oak_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_oak_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_oak_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on projectvibrantjourneys:oak_hollow_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:acacia_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:acacia_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_acacia_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_acacia_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:birch_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:birch_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_birch_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_birch_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on projectvibrantjourneys:birch_hollow_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:jungle_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:jungle_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_jungle_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_jungle_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on projectvibrantjourneys:jungle_hollow_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:spruce_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:spruce_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_spruce_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_spruce_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on projectvibrantjourneys:spruce_hollow_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:mangrove_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:mangrove_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_mangrove_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_mangrove_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on projectvibrantjourneys:mangrove_hollow_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:mangrove_roots
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:cherry_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:cherry_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_cherry_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_cherry_wood
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on projectvibrantjourneys:cherry_hollow_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on treechop:chopped_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on projectvibrantjourneys:acacia_hollow_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:crimson_stem
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_crimson_stem
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:crimson_hyphae
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_crimson_hyphae
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:warped_stem
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_warped_stem
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:warped_hyphae
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:stripped_warped_hyphae
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on sapwood:maple_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on sapwood:stripped_maple_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:burnt_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:smoldering_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:stripped_burnt_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:smoldering_stripped_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:blazing_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_stripped_oak_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_stripped_spruce_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_stripped_birch_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_stripped_acacia_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_stripped_jungle_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_stripped_dark_oak_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_stripped_mangrove_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_stripped_cherry_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:ember_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_oak_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_dark_oak_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_spruce_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_jungle_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_birch_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_mangrove_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_acacia_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:sooty_cherry_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:smoldering_log_2
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:smoldering_log_3
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:broken_burnt_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:stripped_broken_burnt_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:broken_blazing_log
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:broken_blazing_log_2
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on burnt:stripped_broken_burnt_log_2
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:dirt
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:grass_block
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:podzol
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:coarse_dirt
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:mycelium
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:rooted_dirt
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:moss_block
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:mud
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on minecraft:muddy_mangrove_roots
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on immersive_weathering:mulch_block
[11:13:03] [Server thread/INFO]: Set requiresCorrectToolForDrops on immersive_weathering:rooted_grass_block
